LOC.,TAG,OPERATOR COMPLAIN,PROBLEM,ACTION TAKEN,DATE
A2A,02-LT-010,,Wrong reading,"Operation tried to isolate the valve but the isolation valves were passing, EPROM engineer stopped the permit.",26/01/2017
,14-PDT-057,,I/O bad,"Check found the low side main isolation valve was closed, inform the operation to open it then check the reading found ok.",26/01/2017
,"07-PCV-032
",,Adjust,"Try to increas the F.G pressure from 0.5 bar to 0.8 bar as datasheet but useless, asked the operation to isolate the line to dismantle the valve and clean it but refused, put a steam hose on the valve body to clear any blockage.",26/01/2017
,14-PDT-057,,Wrong rerading,"Check found condensate in the high side tube and blockage in the low tap point, clean condensate and blockage cleared from tap point, put in service then check reading found ok.",26/01/2017
,"07-PCV-032
",,Adjust,"Check o/p pressure 0.2 bar try to adjust to 0.8 as datasheet but maximum obtained 0.4 bar, waiting shutdown.",26/01/2017
,07-PT-031,,Wrong rerading,Check reading found 0.4 bar and matched with the pressure gauge.,26/01/2017
,UNIT 54,,Survey,Visual unit survey was done.,26/01/2017
,UNIT 52,,Survey,Visual unit survey was done.,26/01/2017
,UNIT 56,,Survey,Visual unit survey was done.,26/01/2017
,53-LSHH-016,,PMR,PMR was carried out.,26/01/2017
,53-PSL-009,,Check,Waiting operation.,26/01/2017
,13-FT-052,,Wrong reading,"Zero/Span check were done found ok.
Purge both impulse tubes by inst. Air to clear any condensation
Flushing was done for both taps and no blockage found",27/01/2017
,13-FT-053,,Wrong reading,"Replace the old defected electronic module by another used one 
Zero/Span calibration were carried several times till the Tx accepted it",27/01/2017
,53-FT-002,,Wrong reading,"Equalize level in seal pot.
Zero calibration was done then check Tx reading found ok.
Fix defected thread of seal pot",27/01/2017
,53-FT-003,,Wrong reading,"Check found the sensor alwayes shift the calibration, replace it by a used one 
Zero/Span calibtaion were done
Check level in seal pot found ok
Put the Tx in service and check reading found ok",27/01/2017
A2A,02-PDT-003,,Wrong reading,"Check found defected sensor, replace the whole Tx by another old one from EPR w/s then complete calibration were done.
Put the Tx in service and check reading found ok",28/01/2017
,12-PDT-026,,Wrong reading,"Zero check was done.
Flushing was done to clear the condensation from the tubes then check Tx reading found ok.",28/01/2017
,05-XV-068,,No feedback,Adjust open/close feedback indication switches then check valve stroke found ok,28/01/2017
,04-FV-011,,Valve didn't responde,"Force the valve several times
Check I/P output found it ok and stable
Install positioner of 4LV008 and new feedback link then adjust valve stroke but it had a bit slow stroke.",28/01/2017
,15-LT-002,,Wrong reading,"Zero/Span check found ok
Flush both taps to clear the blockage",28/01/2017
,15-FT-041,,Wrong reading,"Zero check was done found ok and stable.
Flushing was done to clear blockage ( operation said that it was abnormal service - heavy black oil + water)",28/01/2017
,15-LT-001,,Overscale,"Zero check was done found ok
Flushing was done for both taps found them were clear.
Note: The Tx was fullfilled with water NOT oil ",28/01/2017
,15-LT-002,,Overscale,Check Tx reading found it ok and matching LG reading ( fullfilled with water),28/01/2017
,51-MOV-243,,Battery Alarm,"Check found low battery alarm 
Replace the battery by a new one then check valve stroke from DCS found ok",28/01/2017
,13-TV-036,,PMR,PMR was carried out.,29/01/2017
,13-TV-086,,PMR,PMR was carried out.,29/01/2017
,13-FT-052,,Wrong reading,"Purge the impulse tubes by air to clear any condensate.
Tap points were checked found no blockage.
Change the cut off mode of FT-053 from 4L to 1C.
Check reading of both transmitters found it matching.",29/01/2017
,13-FT-053,,Wrong reading,"Purge the impulse tubes by air to clear any condensate.
Tap points were checked found no blockage.
Change the cut off mode of FT-053 from 4L to 1C.
Check reading of both transmitters found it matching.",29/01/2017
,13-LSHH-076,,PMR,PMR was carried out.,29/01/2017
,14-VSH-004B,,PMR,PMR was carried out.,29/01/2017
,15-FT-041,,Wrong reading,"Flushing was done by operation to clear blockage (Heavy black oil).
Zero/Span check were done found ok.",29/01/2017
,54-LSL-720,,Check,"Clear blockage.
Connect wires to normally open contact instead of normally close.",29/01/2017
,"13-FT-052, 053",,Wrong reading,"Zero check found ok.
Measure the ?P between both  tap points found it  20mmH2O.
PH= -770mmH2O
PL= -790mmH2O
Check transmitter reading found it 20mmH2O, the low reading was actual.
Thermal insulation was installed.",30/01/2017
A2A,02-PV-031,,PMR,PMR was carried out.,30/01/2017
A2A,02-VSH-005A,,PMR,PMR was carried out.,30/01/2017
A2A,02-VSH-005B,,PMR,PMR was carried out.,30/01/2017
,14-LSLL-035,,PMR,"PMR was carried out.
For LSLL036: check micro switch only the drain is blocked.",30/01/2017
,14-LSLL-036,,PMR,"PMR was carried out.
For LSLL036: check micro switch only the drain is blocked.",30/01/2017
,13-TV-036,,PMR,"PMR was carried out.
For TV087: missing positioner cover",30/01/2017
,13-TV-083,,PMR,"PMR was carried out.
For TV087: missing positioner cover",30/01/2017
,13-FV-017,,PMR,PMR was carried out.,30/01/2017
,14-FT-035,,Wrong reading,"Flushing was done by operation.
Zero/Span check were done found ok
Check reading found it ok.",30/01/2017
,147-PDT-026,,Wrong reading,"Flushing was done, zero check were done found ok.
Then check reading found it ok.",30/01/2017
,14-LSLL-005,,PMR,"PMR was carried out.
NOTE: check  switch mechanism  as only the drain is blocked.",31/01/2017
,14-LSLL-006,,PMR,"PMR was carried out.
NOTE: check  switch mechanism  as only the drain is blocked.",31/01/2017
,13-LSHH-068,,PMR,PMR was carried out.,31/01/2017
,13-LSLL-012,,PMR,PMR was carried out.,31/01/2017
,13-LSLL-037,,PMR,PMR was carried out.,31/01/2017
,05-FT-025,,PMR,Scaffolding was erected ,31/01/2017
,13-LT-042,,PMR,Scaffolding was erected ,31/01/2017
,"15-XV-001
",,Force,Force the valves to open ,31/01/2017
,15-XV-051,,Force,Force the valves to open ,31/01/2017
,04-LSL-703A,,PMR,PMR was carried out.,1/2/2017
,UNIT 14,,PMR,Visual unit survey was done ,1/2/2017
,UNIT 45,,PMR,Visual unit survey was done ,1/2/2017
,05-FT-025,,PMR,PMR was carried out. Note: the cable tray is corroded.,1/2/2017
,45-LSLL-015,,PMR,"PMR was carried out.
NOTE: check  switch mechanism  only ",1/2/2017
,13-LT-042,,PMR,PMR was carried out.,1/2/2017
,06-VSH-595,,PMR,Stopped by operation ,1/2/2017
,07-PCV-032,,Dismantle & clean ,"Dismantle and clean internals parts. Measure the inlet pressure using PI found 3 bar, reassemble and adjust set point, found max output pressure is 0.6 bar while data sheet set point is 0.8
Recommendation : replace the spring by new one. ",1/2/2017
,13-FT-052,,Assist to install Steam tracing,Stopped by Static Dept ,1/2/2017
,13-FT-053,,Assist to install Steam tracing,Stopped by Static Dept ,1/2/2017
A2A,02-FT-019,,Assist to install Steam tracing,"Assist static dept to install new union instead of leaking one, but still a minor leakage ",1/2/2017
,15-FT-041,,Wrong reading ,"Check found that Tx was isolated from manifold. Put it in-service. Function check was done found ok, then check reading found ok. ",1/2/2017
,15-XV-001,,Remove force ,Remove force as operation request then function check were done found ok ,1/2/2017
,15-XV-051,,Remove force ,Remove force as operation request then function check were done found ok ,1/2/2017
,13-FV-025,,PMR,PMR was carried out. Install metal cover plate for the actuator.,2/2/2017
,13-FV-026,,PMR,PMR was carried out,2/2/2017
,12-LT-001,,PMR,PMR was carried out.,2/2/2017
,UNIT 02,,Survey,Visual survey on instruments was done.,2/2/2017
,UNIT 05,,Survey,Visual survey on instruments was done.,2/2/2017
,UNIT 16,,Survey,Visual survey on instruments was done.,2/2/2017
,07-PCV-032,,Check setting,"Check found PCV o/p was 0.9 bar, Reduce to 0.83 bar.",2/2/2017
,13-PT-054,,No problem,Zero and span check were done found ok. Check tap point found not blocked. Reading after as before.,2/2/2017
,13-PT-055,,Blocked tap point,"Zero and span check were done found ok. Check tap point found blocked. Isolate the Tx from the manifold, put steam hose on the tap point and leave N2 purge open to clear blockage. To be continued.",2/2/2017
,53-LT-010,,PMR,PMR was carried out.,2/2/2017
,UNIT 58,,Survey,Visual survey on instruments was done.,4/2/2017
,06-PDT-003,,Connect the Tube,Reinstall the Tx impulse tube (Dismantled by operation).,4/2/2017
,04-FT-011,,Wrong reading,Complete function check was done and no defect was done,4/2/2017
,45-LT-003,,Wrong reading,"Check found loose in power wires, tighten on it.
Check antenna found it clean
Check reading with panel operator found it ok.",4/2/2017
,16-LDT-007,,No problem,"Zero check was done found ok.
Check Tx reading found ok.",4/2/2017
,13-PT-055,,Blockage,"Check found tap point is still blocked, disconnect impulse tube from tap point as requested.
Zero check was done found ok.",4/2/2017
,07-PT-745,,PMR,PMR was carried out,5/2/2017
,07-PT-748,,PMR,PMR was carried out,5/2/2017
,07-PT-749,,PMR,PMR was carried out,5/2/2017
,07-PT-753,,PMR,PMR was carried out,5/2/2017
,07-PT-758,,PMR,PMR was carried out,5/2/2017
,07-PSL-751,,PMR,PMR was carried out,5/2/2017
,07-PSL-752,,PMR,PMR was carried out,5/2/2017
,07-TE-760,,PMR,PMR was carried out,5/2/2017
,07-TE-761,,PMR,PMR was carried out,5/2/2017
,07-TE-762,,PMR,"PMR was carried out
Replace defected screws of element by old ones",5/2/2017
,07-TE-763,,PMR,PMR was carried out,5/2/2017
,07-TE-764,,PMR,PMR was carried out,5/2/2017
,07-TE-765,,PMR,PMR was carried out,5/2/2017
,07-TE-766A,,PMR,PMR was carried out,5/2/2017
,07-TE-766B,,PMR,PMR was carried out,5/2/2017
,07-TE-767A,,PMR,PMR was carried out,5/2/2017
,07-TE-767B,,PMR,PMR was carried out,5/2/2017
,07-TE-768,,PMR,PMR was carried out,5/2/2017
,07-TE-769,,PMR,PMR was carried out,5/2/2017
,07-TE-770A,,PMR,PMR was carried out,5/2/2017
,07-TE-770B,,PMR,PMR was carried out,5/2/2017
,07-TE-771A,,PMR,PMR was carried out,5/2/2017
,07-TE-771B,,PMR,PMR was carried out,5/2/2017
,07-TE-777,,PMR,PMR was carried out,5/2/2017
,07-TE-778,,PMR,PMR was carried out,5/2/2017
A2A,03-FT-001,,#NAME?,"Check reading found 4%
Reset then check reading found 20%
Zero calibration & span check was done found ok
Note: The power cable of the electronic is fixed by silicon to the power module
Recom: To replace the electronic and power module by new ones",5/2/2017
A2A,03-FT-101,,Wrong reading,"Check reading found 10m3/hr
Reset then chck reading found 0m3/hr
Install Inst. tag
Recom: To replace the electronic module by new one",5/2/2017
,05-FT-052,,I/O bad,"Check reading found 14.2%
After Reset the reading still 14.2%
Zero calibration & span check was done found ok
Reset was carried out
Install Inst. tag
Recom: To replace the electronic module by new one",5/2/2017
,13-PT-055,,Put in service,Put the Tx in service then check reading found 0.253Bar,5/2/2017
,13-FT-003,,Wrong reading,"Refill seal pot and impulse tubes with water
Zero/Span calibration were done",5/2/2017
,13-FT-052,,Disconnect Tubes,Disconnect impulse tubes from the taps then reinstall them as requested,5/2/2017
,14-ME-54B,,Change to variable,"Dismantle the actuator and transfer it to EMC w/s, check found stem was stuck
Transfer it to EPR w/s & clear stem stuck
Transfer it to EMC w/s, waiting for spare parts.",5/2/2017
,13-FT-001,,Wrong reading,"Reset was done but reading still the same
Scaffolding was erected
Operation tried to isolate the main valves but the valves are passing
",5/2/2017
